Sample,X,Y,Z
615,-0.242,-0.270,0.863
616,-0.531,-0.379,0.793
617,-0.227,-0.488,0.738
618,0.066,-0.352,0.957
619,0.582,-0.086,0.941
620,0.359,-0.078,0.965
621,-0.328,-0.258,0.930
622,-0.426,-0.398,0.801
623,-0.371,-0.500,0.812
624,0.215,-0.340,0.898
625,0.324,-0.133,1.027
626,0.023,-0.160,1.062
627,-0.664,-0.305,1.055
628,0.461,-0.414,0.738
629,0.105,-0.250,0.941
630,0.176,-0.199,0.941
631,0.387,-0.121,0.805
632,-0.492,-0.312,0.914
633,-0.160,-0.328,0.805
634,0.152,-0.473,0.816
635,0.449,-0.215,0.918
636,-0.016,-0.180,0.992
637,-0.227,-0.223,0.879
638,-0.445,-0.414,0.816
639,-0.281,-0.406,0.871
640,0.234,-0.297,0.961
641,0.590,-0.023,1.004
642,-0.141,-0.227,1.000
643,-0.352,-0.430,0.805
644,-0.312,-0.504,0.738
645,-0.078,-0.301,0.883
646,0.555,-0.145,0.902
647,0.094,-0.121,0.973
648,-0.242,-0.234,0.809
649,-0.738,-0.441,0.812
650,-0.395,-0.523,0.824
651,0.160,-0.336,0.910
652,0.566,-0.105,1.012
653,0.289,-0.086,1.062
654,-0.332,-0.156,1.031
655,-0.395,-0.578,0.836
656,0.184,-0.480,0.824
657,0.320,-0.172,1.020
658,0.949,-0.098,0.832
659,0.180,-0.090,0.961
660,-0.398,-0.359,0.836
661,-0.344,-0.508,0.727
662,-0.145,-0.414,0.824
663,0.273,-0.203,0.879
664,0.055,-0.051,0.977
665,-0.383,-0.207,0.973
666,-0.316,-0.375,0.887
667,-0.578,-0.512,0.949
668,0.250,-0.328,0.902
669,0.305,-0.082,0.883
670,-0.391,-0.176,0.988
671,-0.129,-0.340,0.762
672,-0.477,-0.484,0.824
673,0.133,-0.504,0.812
674,0.781,-0.012,0.945
675,0.148,-0.043,0.992
676,-0.211,-0.191,0.832
677,-0.852,-0.605,0.805
678,-0.207,-0.535,0.828
679,0.332,-0.199,1.023
680,0.441,-0.016,1.074
681,0.535,-0.121,0.941
682,-0.203,-0.305,0.910
683,-0.680,-0.496,0.965
684,0.199,-0.453,0.832
685,0.566,-0.109,0.926
686,0.547,-0.070,0.922
687,0.121,-0.125,0.898
688,-0.652,-0.465,0.863
689,0.203,-0.574,0.641
690,-0.039,-0.336,0.910
691,0.340,-0.137,0.855
692,-0.168,-0.090,0.957
693,-0.605,-0.371,0.906
694,-0.363,-0.461,0.891
695,-0.285,-0.418,0.977
696,0.668,-0.102,0.941
697,0.086,-0.090,0.984
698,-0.547,-0.207,0.941
699,-0.348,-0.504,0.711
700,-0.387,-0.543,0.824
701,0.430,-0.219,0.859
702,0.578,-0.078,0.934
703,-0.164,-0.109,0.969
704,-0.453,-0.379,0.820
705,-0.473,-0.605,0.797
706,-0.059,-0.441,0.918
707,0.441,-0.051,1.090
708,0.723,0.062,1.090
709,0.223,-0.086,0.980
710,-0.770,-0.480,0.926
711,-0.273,-0.617,0.703
712,0.523,-0.391,0.781
713,0.312,-0.031,1.012
714,0.609,-0.047,0.891
715,0.609,-0.047,0.891
716,-0.035,-0.211,0.828
717,-0.773,-0.527,0.832
718,-0.113,-0.535,0.723
719,0.035,-0.219,0.984
720,0.324,-0.109,0.859
721,-0.008,-0.203,0.906
722,-0.312,-0.309,0.949
723,-0.348,-0.480,0.938
724,0.145,-0.340,0.930
725,0.148,-0.082,1.074
726,0.031,-0.109,0.895
727,-0.520,-0.410,0.820
728,0.020,-0.453,0.723
729,-0.359,-0.438,0.941
730,0.527,-0.043,0.938
731,0.316,-0.070,0.863
732,-0.512,-0.309,0.918
733,-0.332,-0.426,0.754
734,-0.527,-0.449,0.906
735,0.051,-0.324,0.980
736,0.051,-0.324,0.980
737,0.613,-0.090,0.953
738,0.012,-0.219,1.074
739,0.078,-0.199,0.910
740,-0.902,-0.449,1.000
741,0.336,-0.398,0.703
742,0.379,-0.312,0.863
743,0.512,-0.137,0.875
744,0.477,-0.055,0.855
745,-0.582,-0.348,0.906
746,-0.258,-0.566,0.707
747,0.113,-0.441,0.801
748,0.270,-0.180,0.957
749,0.301,0.082,1.016
750,-0.672,-0.250,1.074
751,-0.320,-0.527,0.824
752,-0.027,-0.453,0.836
753,0.055,-0.277,1.047
754,0.664,0.066,0.918
755,-0.188,-0.156,0.969
756,-0.383,-0.430,0.758
757,-0.395,-0.527,0.715
758,-0.289,-0.520,0.848
759,0.645,-0.027,0.848
760,-0.215,-0.074,1.082
761,-0.059,-0.176,0.898
762,-0.520,-0.445,0.879
763,-0.180,-0.484,0.859
764,0.223,-0.176,0.965
765,0.324,-0.090,1.016
766,0.180,-0.184,0.988
767,-0.289,-0.367,0.883
768,-0.258,-0.551,0.805
769,0.234,-0.453,0.801
770,0.469,-0.156,0.953
771,0.406,0.008,0.953
772,-0.094,-0.145,0.887
773,-0.523,-0.508,0.809
774,-0.223,-0.469,0.730
775,0.258,-0.266,0.848
776,0.262,-0.156,0.910
777,-0.109,-0.164,1.016
778,-0.270,-0.348,0.859
779,-0.625,-0.543,0.930
780,-0.066,-0.355,0.926
781,0.363,-0.148,1.051
782,0.590,0.020,0.969
783,-0.164,-0.051,0.977
784,-0.512,-0.586,0.793
785,-0.137,-0.594,0.672
786,0.078,-0.324,0.832
787,0.434,-0.051,0.930
788,0.059,-0.078,0.992
789,-0.465,-0.410,0.887
790,-0.414,-0.543,0.848
791,0.055,-0.363,0.961
792,0.488,0.020,1.098
793,0.387,0.020,0.988
794,-0.316,-0.320,0.977
795,-0.379,-0.543,0.793
796,-0.145,-0.512,0.758
797,0.262,-0.320,0.863
798,0.586,-0.047,0.840
799,0.215,-0.254,0.832
800,-0.266,-0.309,0.812
801,-0.738,-0.539,0.852
802,-0.117,-0.281,0.805
803,0.141,-0.238,0.969
804,0.398,-0.004,1.004
805,-0.117,-0.098,1.035
806,-0.449,-0.453,0.898
807,-0.590,-0.562,0.867
808,-0.152,-0.539,0.883
809,0.691,-0.055,0.930
810,0.535,-0.004,1.078
811,-0.199,-0.066,1.020
812,-0.297,-0.516,0.785
813,-0.141,-0.441,0.754
814,-0.082,-0.352,0.848
815,0.238,-0.129,0.840
816,0.051,-0.129,0.961
817,-0.438,-0.379,0.918
818,-0.109,-0.492,0.883
819,0.059,-0.344,1.016
820,0.441,-0.062,1.027
821,0.281,-0.102,0.902
822,-0.328,-0.301,0.926
823,-0.160,-0.562,0.691
824,0.012,-0.383,0.809
825,0.160,-0.176,0.980
826,0.516,-0.121,0.863
827,0.137,-0.250,0.863
828,-0.656,-0.500,0.922
829,-0.078,-0.461,0.746
830,0.043,-0.297,0.922
831,0.176,-0.082,1.016
832,0.445,-0.066,0.867
833,-0.457,-0.258,1.031
834,-0.754,-0.406,0.914
835,-0.348,-0.676,0.711
836,0.461,-0.254,0.859
837,0.332,-0.117,1.031
838,0.086,0.035,1.000
839,-0.457,-0.305,0.883
840,-0.457,-0.559,0.773
841,-0.395,-0.477,0.859
842,0.625,-0.145,0.922
843,0.469,0.109,1.047
844,-0.129,-0.098,0.957
845,-0.512,-0.539,0.785
846,-0.629,-0.551,0.832
847,0.035,-0.406,0.848
848,0.527,-0.051,0.938
849,0.246,-0.074,1.039
850,-0.312,-0.285,0.953
851,-0.355,-0.605,0.840
852,-0.008,-0.398,0.848
853,0.328,-0.066,0.953
854,0.621,-0.016,0.805
855,-0.113,-0.129,0.953
856,-0.535,-0.531,0.805
857,-0.266,-0.641,0.730
858,-0.027,-0.312,0.895
859,0.406,-0.137,0.898
860,0.215,-0.074,0.918
861,-0.574,-0.152,0.996
862,-0.855,-0.586,0.848
863,-0.504,-0.531,0.809
864,0.102,-0.258,0.988
865,0.516,0.039,0.953
866,-0.109,0.012,1.051
867,-0.590,-0.328,0.879
868,-0.867,-0.680,0.742
869,-0.336,-0.531,0.766
870,0.230,-0.129,0.926
871,0.195,0.098,1.000
872,-0.004,-0.133,0.914
873,-0.688,-0.402,0.895
874,-0.879,-0.645,0.875
875,-0.312,-0.430,0.871
876,0.207,-0.004,0.969
877,0.109,0.059,1.031
878,-0.312,-0.230,0.910
879,-0.434,-0.617,0.723
880,-0.852,-0.559,0.812
881,-0.273,-0.320,0.895
882,0.590,-0.035,0.855
883,0.047,0.082,1.109
884,0.199,-0.195,0.797
885,-0.586,-0.480,0.844
886,-0.859,-0.570,0.828
887,-0.250,-0.539,0.777
888,0.328,-0.160,0.938
889,0.418,0.098,1.133
890,0.414,-0.016,0.957
891,-0.359,-0.352,0.848
892,-1.098,-0.578,0.809
893,-0.719,-0.562,0.727
894,-0.391,-0.293,0.883
895,0.289,-0.129,0.961
896,0.566,0.020,0.977
897,0.258,-0.074,1.016
898,-0.703,-0.316,0.953
899,-1.031,-0.652,0.750
