Sample,Y
870,-0.059
871,-0.066
872,-0.062
873,-0.062
874,-0.062
875,-0.066
876,-0.059
877,-0.051
878,-0.074
879,-0.051
880,-0.062
881,-0.066
882,-0.070
883,-0.047
884,-0.062
885,-0.066
886,-0.055
887,-0.070
888,-0.059
889,-0.051
890,-0.055
891,-0.070
892,-0.047
893,-0.059
894,-0.059
895,-0.059
896,-0.066
897,-0.051
898,-0.074
899,-0.051
900,-0.078
901,-0.047
902,-0.059
903,-0.055
904,-0.066
905,-0.062
906,-0.062
907,-0.059
908,-0.051
909,-0.082
910,-0.051
911,-0.059
912,-0.062
913,-0.066
914,-0.059
915,-0.062
916,-0.074
917,-0.059
918,-0.074
919,-0.055
920,-0.047
921,-0.051
922,-0.082
923,-0.051
924,-0.055
925,-0.062
926,-0.062
927,-0.070
928,-0.059
929,-0.059
930,-0.055
931,-0.074
932,-0.055
933,-0.062
934,-0.066
935,-0.055
936,-0.051
937,-0.059
938,-0.070
939,-0.047
940,-0.082
941,-0.051
942,-0.070
943,-0.051
944,-0.070
945,-0.051
946,-0.066
947,-0.055
948,-0.055
949,-0.070
950,-0.062
951,-0.070
952,-0.051
953,-0.062
954,-0.059
955,-0.070
956,-0.074
957,-0.051
958,-0.055
959,-0.066
960,-0.059
961,-0.062
962,-0.074
963,-0.055
964,-0.062
965,-0.070
966,-0.062
967,-0.074
968,-0.055
969,-0.070
970,-0.059
971,-0.070
972,-0.055
973,-0.062
974,-0.066
975,-0.062
976,-0.059
977,-0.051
978,-0.074
979,-0.059
980,-0.066
981,-0.062
982,-0.070
983,-0.051
984,-0.074
985,-0.055
986,-0.070
987,-0.078
988,-0.062
989,-0.070
990,-0.055
991,-0.078
992,-0.066
993,-0.070
994,-0.047
995,-0.066
996,-0.070
997,-0.070
998,-0.062
999,-0.051
Rate 1388, overflows 0
