Sample,X,Y,Z
661,-0.059,0.062,0.973
662,-0.051,0.066,0.988
663,-0.039,0.055,1.000
664,-0.031,0.047,0.996
665,-0.031,0.047,1.008
666,-0.031,0.059,1.000
667,-0.031,0.059,1.012
668,-0.031,0.055,1.004
669,-0.031,0.047,0.996
670,-0.035,0.051,0.996
671,-0.035,0.055,0.996
672,-0.039,0.062,1.012
673,-0.035,0.055,0.988
674,-0.043,0.059,1.000
675,-0.039,0.059,0.996
676,-0.039,0.062,1.000
677,-0.039,0.062,1.000
678,-0.031,0.062,1.012
679,-0.023,0.062,0.988
680,-0.039,0.059,1.012
681,-0.074,0.051,1.023
682,-0.039,0.059,1.016
683,-0.031,0.055,0.992
684,-0.031,0.055,0.996
685,-0.031,0.051,1.004
686,-0.031,0.055,1.000
687,-0.043,0.055,0.988
688,-0.035,0.062,1.004
689,-0.043,0.059,0.992
690,-0.039,0.055,1.004
691,-0.039,0.059,0.992
692,-0.031,0.055,1.000
693,-0.023,0.055,1.012
694,-0.047,0.059,0.984
695,-0.027,0.055,1.004
696,-0.031,0.059,1.004
697,-0.020,0.066,1.012
698,-0.020,0.047,0.996
699,-0.023,0.043,0.992
700,-0.023,0.055,0.973
701,-0.047,0.059,0.996
702,-0.027,0.059,0.992
703,-0.031,0.059,0.992
704,-0.027,0.059,1.000
705,-0.043,0.059,1.004
706,-0.035,0.062,1.000
707,-0.035,0.059,0.988
708,-0.039,0.051,0.996
709,-0.027,0.055,1.008
710,-0.027,0.059,1.016
711,-0.027,0.055,0.988
712,-0.039,0.062,0.984
713,-0.031,0.055,1.012
714,-0.031,0.051,1.004
715,-0.031,0.051,0.996
716,-0.035,0.055,0.984
717,-0.035,0.055,1.000
718,-0.047,0.066,1.008
719,-0.039,0.059,1.000
720,-0.023,0.086,0.906
721,-0.047,0.051,0.996
722,-0.035,0.066,1.008
723,-0.031,0.059,1.012
724,-0.031,0.059,0.996
725,-0.020,0.051,0.992
726,-0.031,0.051,1.008
727,-0.027,0.055,1.027
728,-0.039,0.051,0.988
729,-0.027,0.059,0.996
730,-0.035,0.062,1.008
731,-0.031,0.059,1.016
732,-0.039,0.062,0.984
733,-0.047,0.059,1.004
734,-0.035,0.059,0.992
735,-0.043,0.062,1.004
736,-0.023,0.055,1.000
737,-0.031,0.062,1.000
738,-0.031,0.059,1.008
739,-0.035,0.059,0.996
740,0.000,0.059,0.988
741,-0.035,0.051,1.012
742,-0.035,0.059,1.004
743,-0.020,0.051,1.004
744,-0.039,0.062,1.004
745,-0.031,0.059,0.984
746,-0.047,0.062,0.996
747,-0.039,0.055,1.000
748,-0.039,0.055,1.000
749,-0.035,0.059,1.000
750,-0.031,0.059,1.000
751,-0.027,0.055,0.992
752,-0.020,0.055,1.004
753,-0.031,0.059,1.008
754,-0.031,0.055,0.992
755,-0.031,0.051,1.008
756,-0.027,0.055,1.004
757,-0.027,0.051,1.000
758,-0.039,0.051,0.984
759,-0.039,0.055,0.988
760,-0.008,0.078,0.996
761,-0.027,0.062,1.000
762,-0.039,0.055,0.984
763,-0.035,0.062,1.004
764,-0.039,0.062,1.008
765,-0.039,0.062,1.016
766,-0.031,0.059,0.984
767,-0.027,0.055,0.992
768,-0.027,0.055,1.016
769,-0.035,0.059,1.012
770,-0.031,0.051,0.996
771,-0.035,0.051,0.988
772,-0.035,0.055,1.016
773,-0.027,0.059,1.004
774,-0.039,0.055,1.004
775,-0.039,0.055,0.973
776,-0.035,0.066,1.004
777,-0.047,0.062,1.004
778,-0.039,0.062,1.000
779,-0.027,0.055,0.988
780,-0.039,0.070,0.973
781,-0.027,0.055,1.012
782,-0.035,0.055,1.004
783,-0.039,0.051,0.984
784,-0.031,0.066,1.008
785,-0.023,0.051,1.008
786,-0.023,0.059,1.000
787,-0.035,0.062,1.000
788,-0.039,0.055,1.000
789,-0.047,0.062,0.996
790,-0.031,0.055,1.012
791,-0.039,0.059,0.984
792,-0.035,0.062,1.004
793,-0.031,0.062,0.996
794,-0.039,0.051,1.000
795,-0.035,0.059,1.004
796,-0.039,0.051,0.992
797,-0.023,0.051,1.004
798,-0.031,0.059,1.008
799,-0.027,0.062,1.008
800,-0.027,0.055,1.027
801,-0.035,0.062,1.020
802,-0.039,0.066,1.000
803,-0.035,0.059,1.008
804,-0.031,0.055,0.977
805,-0.043,0.059,1.008
806,-0.031,0.062,1.008
807,-0.051,0.070,1.012
808,-0.031,0.059,0.984
