Sample,X,Y,Z
571,0.004,-0.297,0.891
572,0.000,-0.281,0.887
573,-0.043,-0.266,0.902
574,-0.035,-0.277,0.902
575,-0.027,-0.301,0.895
576,-0.008,-0.285,0.895
577,-0.008,-0.285,0.895
578,-0.008,-0.281,0.891
579,-0.012,-0.266,0.902
580,-0.043,-0.281,0.910
581,0.016,-0.324,0.906
582,0.004,-0.289,0.898
583,0.000,-0.277,0.906
584,-0.020,-0.262,0.906
585,-0.023,-0.281,0.898
586,-0.031,-0.297,0.895
587,-0.016,-0.277,0.895
588,-0.012,-0.281,0.910
589,-0.020,-0.270,0.910
590,-0.016,-0.289,0.895
591,-0.016,-0.281,0.898
592,-0.008,-0.293,0.898
593,-0.012,-0.277,0.891
594,-0.027,-0.277,0.902
595,-0.035,-0.289,0.902
596,-0.016,-0.297,0.895
597,-0.004,-0.285,0.895
598,0.000,-0.250,0.914
599,-0.023,-0.270,0.914
600,-0.039,-0.297,0.898
601,-0.043,-0.301,0.871
602,-0.016,-0.281,0.906
603,0.012,-0.270,0.910
604,-0.016,-0.277,0.910
605,-0.035,-0.285,0.906
606,-0.039,-0.309,0.891
607,-0.016,-0.293,0.883
608,0.004,-0.262,0.902
609,-0.023,-0.277,0.914
610,-0.020,-0.301,0.898
611,-0.016,-0.285,0.883
612,-0.012,-0.273,0.891
613,-0.020,-0.281,0.906
614,-0.043,-0.289,0.902
615,-0.012,-0.289,0.906
616,-0.012,-0.277,0.910
617,0.004,-0.270,0.902
618,-0.031,-0.270,0.910
619,-0.039,-0.301,0.906
620,-0.035,-0.301,0.910
621,-0.020,-0.289,0.891
622,-0.004,-0.270,0.902
623,-0.012,-0.270,0.902
624,-0.027,-0.293,0.898
625,-0.008,-0.293,0.887
626,-0.020,-0.285,0.902
627,-0.012,-0.273,0.902
628,-0.020,-0.277,0.902
629,-0.012,-0.285,0.902
630,-0.020,-0.289,0.906
631,-0.020,-0.289,0.895
632,-0.016,-0.277,0.891
633,-0.027,-0.289,0.902
634,-0.004,-0.281,0.891
635,-0.023,-0.293,0.898
636,-0.020,-0.289,0.891
637,-0.020,-0.281,0.895
638,-0.020,-0.285,0.895
639,0.000,-0.270,0.902
640,0.000,-0.289,0.906
641,-0.031,-0.289,0.906
642,-0.012,-0.281,0.898
643,-0.031,-0.281,0.910
644,-0.012,-0.297,0.895
645,-0.016,-0.285,0.898
646,-0.016,-0.273,0.910
647,-0.012,-0.281,0.906
648,-0.020,-0.297,0.883
649,-0.012,-0.289,0.891
650,-0.035,-0.277,0.910
651,-0.008,-0.289,0.898
652,-0.020,-0.285,0.895
653,-0.016,-0.281,0.902
654,-0.008,-0.293,0.891
655,-0.023,-0.285,0.910
656,-0.020,-0.277,0.902
657,-0.027,-0.293,0.898
658,0.000,-0.277,0.887
659,-0.027,-0.281,0.910
660,-0.008,-0.273,0.910
661,0.000,-0.285,0.887
662,-0.031,-0.289,0.902
663,-0.008,-0.273,0.887
664,-0.035,-0.293,0.902
665,-0.016,-0.277,0.906
666,-0.012,-0.281,0.898
667,-0.008,-0.285,0.898
668,0.000,-0.289,0.887
669,-0.016,-0.277,0.887
670,-0.027,-0.285,0.898
671,-0.035,-0.289,0.898
672,-0.016,-0.277,0.898
673,-0.004,-0.277,0.906
674,-0.012,-0.277,0.906
675,-0.023,-0.281,0.906
676,-0.020,-0.297,0.898
677,-0.012,-0.277,0.891
678,-0.008,-0.281,0.898
679,-0.016,-0.285,0.906
680,0.012,-0.273,0.930
681,-0.023,-0.297,0.898
682,-0.012,-0.281,0.898
683,-0.020,-0.277,0.895
684,-0.027,-0.281,0.902
685,-0.020,-0.281,0.902
686,0.004,-0.270,0.898
687,-0.020,-0.285,0.910
688,-0.004,-0.289,0.898
689,-0.023,-0.281,0.898
690,-0.023,-0.301,0.895
691,-0.008,-0.281,0.895
692,-0.008,-0.285,0.895
693,-0.031,-0.289,0.895
694,-0.004,-0.281,0.891
695,-0.023,-0.289,0.906
696,-0.008,-0.289,0.898
697,-0.008,-0.289,0.898
698,-0.012,-0.289,0.891
699,-0.035,-0.270,0.906
700,-0.016,-0.285,0.898
701,-0.016,-0.293,0.895
702,-0.023,-0.293,0.902
703,-0.031,-0.273,0.910
704,0.004,-0.277,0.898
705,-0.023,-0.293,0.898
706,-0.012,-0.285,0.898
707,-0.016,-0.285,0.910
708,-0.004,-0.266,0.906
709,-0.004,-0.273,0.902
710,-0.027,-0.289,0.898
711,-0.031,-0.293,0.898
712,-0.012,-0.285,0.891
713,-0.012,-0.273,0.906
714,-0.016,-0.277,0.906
715,-0.027,-0.297,0.902
716,-0.008,-0.297,0.891
717,-0.008,-0.273,0.898
718,-0.012,-0.285,0.898
719,-0.023,-0.285,0.895
720,-0.020,-0.289,0.902
721,-0.016,-0.285,0.895
722,-0.020,-0.277,0.898
723,0.000,-0.289,0.895
724,-0.043,-0.285,0.902
725,0.012,-0.285,0.895
726,-0.059,-0.289,0.891
727,-0.004,-0.281,0.891
728,-0.027,-0.277,0.914
729,-0.012,-0.285,0.898
730,-0.008,-0.297,0.895
731,-0.027,-0.289,0.898
732,-0.008,-0.277,0.898
733,-0.020,-0.289,0.914
734,0.004,-0.273,0.895
735,-0.031,-0.281,0.906
736,-0.027,-0.289,0.898
737,0.000,-0.293,0.887
738,-0.020,-0.266,0.902
739,-0.016,-0.273,0.906
740,-0.016,-0.305,0.891
741,-0.039,-0.297,0.895
742,0.004,-0.266,0.902
743,-0.004,-0.285,0.902
744,0.004,-0.285,0.895
745,0.027,-0.305,0.918
746,-0.043,-0.277,0.918
747,-0.004,-0.289,0.891
748,-0.027,-0.277,0.898
749,-0.012,-0.270,0.910
750,-0.031,-0.293,0.910
751,-0.027,-0.281,0.895
752,-0.020,-0.285,0.891
753,-0.016,-0.273,0.906
754,-0.004,-0.281,0.898
755,-0.031,-0.285,0.906
756,-0.016,-0.289,0.891
757,-0.020,-0.301,0.887
758,-0.008,-0.273,0.891
759,-0.008,-0.285,0.906
760,-0.027,-0.281,0.898
761,-0.004,-0.301,0.891
762,-0.031,-0.273,0.898
763,-0.008,-0.285,0.891
