Sample,X,Y,Z
705,0.223,-0.250,1.082
706,0.180,-0.137,0.992
707,0.031,-0.312,0.812
708,-0.230,-0.289,0.707
709,-0.320,-0.434,0.809
710,0.414,-0.410,0.781
711,-0.113,-0.215,1.031
712,0.047,-0.223,0.812
713,-0.477,-0.371,0.723
714,-0.328,-0.430,0.781
715,0.352,-0.406,0.891
716,-0.145,-0.270,1.195
717,0.652,-0.035,1.012
718,-0.176,-0.227,0.930
719,-0.484,-0.453,0.797
720,-0.027,-0.551,0.719
721,0.148,-0.352,0.922
722,0.395,-0.125,0.996
723,0.070,-0.230,0.844
724,-0.250,-0.328,0.656
725,-0.230,-0.562,0.645
726,-0.090,-0.328,0.895
727,0.277,-0.184,0.992
728,0.000,-0.125,1.004
729,-0.109,-0.297,0.848
730,-0.734,-0.504,0.840
731,-0.379,-0.488,0.902
732,0.492,-0.156,1.027
733,0.375,-0.125,1.168
734,0.207,-0.176,0.941
735,-0.156,-0.379,0.742
736,-0.648,-0.480,0.824
737,0.109,-0.258,0.809
738,0.422,-0.309,0.910
739,0.258,-0.184,0.883
740,-0.430,-0.281,0.770
741,-0.516,-0.445,0.734
742,-0.207,-0.469,0.832
743,0.312,-0.406,0.965
744,0.477,-0.137,1.082
745,0.559,-0.137,0.906
746,-0.258,-0.164,0.938
747,-0.566,-0.488,0.820
748,-0.121,-0.500,0.809
749,0.449,-0.359,0.895
750,0.551,-0.152,0.926
751,0.039,-0.043,0.832
752,-0.684,-0.309,0.719
753,-0.465,-0.672,0.621
754,-0.449,-0.527,0.859
755,0.488,-0.230,0.914
756,0.094,-0.098,1.066
757,-0.078,-0.109,0.898
758,-0.293,-0.367,0.793
759,-0.555,-0.559,0.980
760,0.098,-0.461,0.988
761,0.348,-0.098,1.059
762,0.008,-0.105,0.969
763,0.297,-0.203,0.691
764,-0.266,-0.434,0.809
765,-0.105,-0.418,0.879
766,0.129,-0.320,0.898
767,-0.094,-0.223,0.902
768,-0.129,-0.375,0.742
769,-0.074,-0.430,0.711
770,-0.129,-0.238,1.004
771,0.418,-0.223,1.055
772,0.129,-0.238,1.082
773,0.066,-0.289,0.895
774,-0.133,-0.340,0.762
775,-0.438,-0.418,0.832
776,0.355,-0.273,0.773
777,0.078,-0.379,0.977
778,0.359,-0.172,0.840
779,-0.035,-0.301,0.809
780,-0.340,-0.340,0.758
781,-0.383,-0.445,0.832
782,0.055,-0.414,0.832
783,0.164,-0.230,1.008
784,0.230,-0.098,0.953
785,-0.328,-0.152,0.891
786,-0.285,-0.531,0.746
787,-0.078,-0.582,0.875
788,0.043,-0.336,0.980
789,0.176,-0.109,0.980
790,0.082,-0.172,0.859
791,-0.219,-0.355,0.785
792,-0.418,-0.395,0.852
793,0.164,-0.348,0.871
794,-0.129,-0.199,1.051
795,0.180,-0.102,0.918
796,-0.051,-0.289,0.805
797,-0.207,-0.406,0.797
798,-0.461,-0.469,0.973
799,0.172,-0.418,0.961
800,0.332,-0.184,0.984
801,0.004,-0.203,0.977
802,0.078,-0.309,0.781
803,-0.133,-0.406,0.879
804,0.305,-0.293,0.859
805,0.203,-0.348,0.871
806,0.426,-0.098,0.746
807,-0.246,-0.340,0.758
808,-0.512,-0.441,0.770
809,0.020,-0.516,0.789
810,0.344,-0.320,0.941
811,0.250,-0.141,1.051
812,0.035,-0.074,0.926
813,-0.484,-0.375,0.859
814,-0.375,-0.551,0.832
815,-0.027,-0.371,0.883
816,0.309,-0.230,0.879
817,0.078,-0.129,0.910
818,-0.184,-0.316,0.789
819,-0.336,-0.484,0.789
820,-0.285,-0.344,0.859
821,0.441,-0.184,0.910
822,-0.055,-0.234,1.117
823,0.238,-0.105,0.852
824,-0.262,-0.336,0.828
825,-0.996,-0.445,0.941
826,0.016,-0.469,0.777
827,0.168,-0.387,1.012
828,0.320,-0.176,1.023
829,0.301,0.031,0.930
830,-0.434,-0.328,0.973
831,0.262,-0.441,0.715
832,-0.355,-0.512,0.930
833,0.051,-0.266,0.844
834,0.160,-0.113,0.801
835,-0.117,-0.328,0.785
836,0.148,-0.426,0.738
837,-0.004,-0.309,0.902
838,-0.141,-0.352,0.930
839,0.090,-0.297,0.836
840,-0.465,-0.352,0.941
841,0.059,-0.297,0.824
842,0.059,-0.316,0.934
843,0.164,-0.254,1.023
844,0.430,-0.203,0.895
845,-0.352,-0.348,0.965
846,-0.156,-0.387,0.738
847,0.023,-0.418,0.637
848,-0.230,-0.371,0.941
849,0.598,-0.145,0.855
850,0.148,-0.137,0.949
851,-0.359,-0.234,0.926
852,-0.387,-0.562,0.703
853,-0.422,-0.441,0.891
854,-0.008,-0.406,1.023
855,0.641,-0.074,0.973
856,0.641,-0.074,0.973
857,-0.297,-0.098,1.145
858,-0.527,-0.344,0.887
859,-0.125,-0.547,0.715
860,-0.125,-0.441,0.965
861,0.473,-0.109,0.918
862,0.527,-0.016,0.824
863,0.043,-0.203,0.816
864,-0.332,-0.422,0.746
865,-0.836,-0.730,0.848
866,0.352,-0.492,0.785
867,0.387,-0.121,1.074
868,0.895,0.062,0.875
869,-0.117,-0.141,0.957
870,-0.703,-0.598,0.805
871,-0.434,-0.621,0.844
872,0.020,-0.309,0.984
873,0.555,-0.012,0.969
874,0.512,-0.008,0.848
875,-0.215,-0.312,0.801
876,-0.301,-0.508,0.777
877,-0.316,-0.652,0.820
878,0.191,-0.281,0.863
879,0.086,-0.086,0.859
880,-0.352,-0.230,0.816
881,-0.281,-0.457,0.766
882,-0.324,-0.504,0.922
883,0.047,-0.301,1.039
884,0.449,-0.105,1.023
885,0.133,-0.102,0.961
886,-0.211,-0.375,0.863
887,-0.203,-0.574,0.840
888,0.184,-0.410,0.938
889,0.422,-0.176,1.004
890,0.570,-0.008,0.855
891,0.027,-0.215,0.785
892,-0.379,-0.488,0.676
893,-0.527,-0.559,0.793
894,-0.281,-0.441,0.953
895,0.312,-0.125,0.977
896,0.039,-0.082,0.949
897,0.008,-0.195,0.852
898,-0.680,-0.469,0.984
