Sample,X,Y,Z
787,0.016,-0.082,0.938
788,0.023,-0.074,0.938
789,0.016,-0.059,0.938
790,0.012,-0.078,0.930
791,0.027,-0.086,0.926
792,0.031,-0.074,0.930
793,0.008,-0.070,0.938
794,0.020,-0.066,0.934
795,0.023,-0.078,0.922
796,0.020,-0.070,0.922
797,0.016,-0.086,0.930
798,0.031,-0.074,0.938
799,0.020,-0.070,0.938
800,0.012,-0.098,0.934
801,0.035,-0.070,0.926
802,0.020,-0.082,0.934
803,0.016,-0.070,0.926
804,0.023,-0.062,0.938
805,0.039,-0.086,0.930
806,0.031,-0.062,0.926
807,0.023,-0.078,0.934
808,0.016,-0.070,0.934
809,0.020,-0.070,0.934
810,0.031,-0.070,0.926
811,0.023,-0.074,0.934
812,0.016,-0.062,0.934
813,0.020,-0.078,0.938
814,0.020,-0.086,0.934
815,0.020,-0.066,0.934
816,0.020,-0.070,0.938
817,0.020,-0.059,0.934
818,0.020,-0.078,0.934
819,0.031,-0.086,0.930
820,0.039,-0.082,0.926
821,0.027,-0.082,0.934
822,0.027,-0.062,0.934
823,0.012,-0.074,0.934
824,0.027,-0.082,0.926
825,0.031,-0.070,0.941
826,0.016,-0.078,0.934
827,0.023,-0.070,0.934
828,0.020,-0.082,0.934
829,0.027,-0.070,0.938
830,0.031,-0.062,0.934
831,0.020,-0.078,0.930
832,0.020,-0.086,0.934
833,0.027,-0.059,0.934
834,0.023,-0.066,0.934
835,0.023,-0.074,0.930
836,0.020,-0.082,0.930
837,0.023,-0.074,0.930
838,0.020,-0.055,0.938
839,0.020,-0.070,0.930
840,0.062,-0.086,0.949
841,0.004,-0.074,0.922
842,0.023,-0.086,0.941
843,0.020,-0.051,0.934
844,0.027,-0.086,0.930
845,0.016,-0.086,0.926
846,0.023,-0.082,0.930
847,0.020,-0.066,0.934
848,0.016,-0.078,0.938
849,0.023,-0.066,0.934
850,0.023,-0.082,0.938
851,0.031,-0.082,0.930
852,0.031,-0.074,0.945
853,0.023,-0.062,0.938
854,0.023,-0.078,0.938
855,0.020,-0.070,0.926
856,0.031,-0.078,0.934
857,0.023,-0.070,0.922
858,0.023,-0.082,0.934
859,0.027,-0.070,0.930
860,0.031,-0.094,0.938
861,0.051,-0.070,0.934
862,0.027,-0.066,0.938
863,0.016,-0.090,0.930
864,0.027,-0.078,0.930
865,0.020,-0.066,0.934
866,0.023,-0.078,0.930
867,0.027,-0.086,0.922
868,0.012,-0.082,0.938
869,0.023,-0.059,0.926
870,0.023,-0.066,0.930
871,0.020,-0.074,0.926
872,0.020,-0.078,0.926
873,0.020,-0.074,0.930
874,0.023,-0.078,0.941
875,0.031,-0.066,0.938
876,0.020,-0.078,0.930
877,0.020,-0.082,0.934
878,0.027,-0.078,0.934
879,0.023,-0.078,0.934
880,0.062,-0.055,0.914
881,0.039,-0.062,0.922
882,0.023,-0.082,0.934
883,0.020,-0.070,0.934
884,0.031,-0.082,0.938
885,0.035,-0.074,0.938
886,0.023,-0.066,0.930
887,0.023,-0.082,0.930
888,0.020,-0.074,0.930
889,0.023,-0.098,0.930
890,0.031,-0.062,0.934
891,0.016,-0.070,0.938
892,0.027,-0.070,0.934
893,0.027,-0.086,0.926
894,0.020,-0.082,0.930
895,0.031,-0.078,0.934
896,0.016,-0.062,0.938
897,0.020,-0.082,0.930
898,0.020,-0.086,0.930
899,0.027,-0.070,0.926
900,0.066,-0.078,0.914
901,0.020,-0.074,0.934
902,0.023,-0.062,0.926
903,0.027,-0.086,0.930
904,0.020,-0.078,0.934
905,0.020,-0.074,0.930
906,0.016,-0.074,0.934
